elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P04;P05;P06;P07;P0801;P0802;P0803;P0901;P0902;P0903;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p2301;p2302;p2303;p2401;p2402;p2403;p2501;p2502;p2503;p2504;p2505;p2506;p26A01;p26A02;p26A03;p26A04;p26A05;p26A06;p26B01;p26B02;p26B03;p26B04;p26B05;p26B06;p27;p28;p29;p3001;p3002;p3003;p3004;p3005;p3101;p3102;p3103;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p43;p44;wt
1732;356;2;2;3;13;1;40;1;4;4;4;4;98;4;98;16;23;4;2;2;3;2;4;3;2;4;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;1;1;1;1;1;0;12;12;12;12;12;4;3;1;10;0;5;0;0;16;11;35;3;0;3;3;4;4;3;5;2;4;1;1;4;3,52963775637748
1733;334;2;1;3;20;2;73;5;2;3;2;2;2;1;10;7;99;99;2;1;3;3;2;2;4;3;1;1;1;3;1;2;7;4;6;10;10;7;0;3;11;6;1;2;1;1;1;1;1;6;12;12;12;12;12;2;2;2;6;6;7;6;7;98;99;99;5;0;3;3;5;5;1;2;2;4;2;4;1;1,02212682455538
1734;9;2;2;3;27;2;46;1;2;4;3;2;6;5;4;23;8;99;2;2;2;2;2;2;4;1;1;1;13;5;15;2;7;10;1;10;10;8;0;2;0;2;0;2;2;2;1;1;1;3;1;2;12;12;12;3;2;2;7;7;8;4;5;35;99;99;5;4;3;2;1;4;4;1;2;4;2;1;4;,684568676480529
1735;937;2;2;3;13;1;91;5;2;3;2;2;8;1;99;98;99;99;1;2;3;2;2;2;2;2;1;1;1;1;1;7;6;2;8;8;8;8;4;5;5;0;0;2;2;2;2;1;2;7;11;5;2;12;0;2;2;1;8;8;8;6;8;8;1;7;5;9;3;2;1;3;1;1;2;4;1;1;4;,684568676480529
1736;337;2;2;1;69;1;28;1;2;3;2;3;5;7;6;7;1;99;2;2;3;2;1;2;3;2;1;1;2;1;2;7;6;5;1;3;4;8;10;6;4;0;0;2;2;2;2;2;2;7;7;8;4;5;7;2;2;2;6;7;7;5;8;8;16;99;0;6;3;2;1;2;2;2;2;4;1;1;4;,944762393591992
1737;648;2;2;3;20;1;50;1;4;4;3;3;98;98;99;1;99;99;3;3;2;3;4;2;4;2;2;3;14;5;2;8;8;8;8;8;8;2;7;1;2;1;1;2;2;2;2;2;2;2;6;1;1;11;1;4;3;1;9;2;4;2;2;12;99;99;1;9;1;1;2;5;3;6;2;4;1;2;4;,944762393591992
1738;353;2;2;3;3;2;60;6;2;4;2;3;1;8;2;1;99;99;2;2;3;2;1;1;2;3;1;1;1;2;1;7;6;10;4;5;10;8;3;5;6;4;0;2;2;2;2;1;1;7;6;5;3;12;12;2;2;2;6;7;8;5;6;8;13;99;6;4;2;3;2;3;2;2;2;4;2;1;4;,684568676480529
1739;509;2;2;3;20;1;28;1;2;3;3;4;1;2;7;1;2;99;2;2;3;2;2;2;1;2;2;6;12;5;9;5;4;6;1;10;10;7;4;2;1;3;3;2;1;1;1;1;1;6;12;12;12;12;12;3;3;3;5;6;6;2;3;9;12;99;5;6;2;2;1;5;2;6;2;4;1;2;4;2,36397224815043
1740;507;2;1;3;78;2;77;5;2;3;2;3;2;5;11;99;99;99;1;2;3;2;2;2;2;2;2;1;3;1;3;7;10;10;8;8;8;8;4;8;7;4;3;2;1;1;1;1;1;8;12;12;12;12;12;2;2;2;8;8;8;8;8;99;99;99;5;0;5;3;3;5;2;1;5;4;2;4;1;,51556025615562
1741;148;2;2;3;20;1;28;1;2;4;2;2;2;1;2;2;2;1;3;2;3;1;1;1;4;3;2;1;1;2;1;7;4;5;9;9;9;7;6;5;3;6;2;2;1;2;1;1;1;6;12;11;12;12;12;2;2;2;7;6;7;6;6;99;99;99;5;6;3;3;4;4;2;6;2;4;1;2;4;1,02212682455538
1742;836;2;2;3;999;1;57;1;2;3;2;3;2;9;9;9;99;99;1;2;3;1;1;1;3;4;1;1;1;1;1;7;6;10;2;10;10;10;10;10;0;0;0;2;2;2;1;1;1;10;10;10;12;12;12;2;2;1;10;10;10;10;10;99;99;99;0;10;2;1;4;2;3;6;1;4;1;1;4;1,02212682455538
1743;71;2;2;3;13;2;72;5;2;3;3;4;8;7;14;31;99;99;2;3;2;4;4;4;2;3;1;1;13;5;15;6;7;10;2;1;10;6;6;5;5;0;0;2;1;1;1;1;1;7;12;12;12;12;12;2;2;4;5;11;3;7;4;4;99;99;0;10;2;1;5;3;3;2;2;4;2;1;4;1,41062105015695
1744;16;2;2;3;78;2;51;1;2;3;2;3;1;2;2;13;1;7;2;2;3;1;1;2;3;2;1;1;4;1;4;7;6;10;3;2;10;6;5;7;9;0;0;2;2;1;2;1;1;8;6;12;5;12;12;2;2;2;7;7;8;6;7;4;99;99;3;7;2;2;4;3;3;6;2;4;2;1;4;,801583139222621
1745;608;2;1;3;20;2;26;1;3;3;3;3;8;1;2;8;1;7;2;1;3;1;2;3;2;3;2;2;1;2;1;5;2;4;6;10;10;7;3;4;2;7;6;2;1;1;1;1;1;7;12;12;12;12;12;3;2;2;8;6;8;7;6;6;8;1;7;5;3;3;1;5;2;6;2;4;2;4;1;,684568676480529
1746;352;2;2;3;20;2;41;1;3;4;2;2;99;99;99;6;9;2;3;3;2;3;2;2;3;2;1;1;12;5;15;7;6;1;10;10;10;0;8;0;0;0;0;2;2;1;1;2;1;3;5;12;12;6;12;3;3;4;5;3;3;0;0;98;98;30;2;8;1;1;2;5;3;2;2;4;2;1;4;,944762393591992
1747;847;2;2;3;13;2;73;5;2;2;2;2;2;8;1;8;99;99;2;2;3;1;1;2;3;3;2;6;13;5;15;7;6;10;1;3;10;5;0;8;5;0;0;2;1;1;1;1;1;11;12;12;12;12;12;3;2;3;6;5;6;4;5;9;99;99;0;11;3;3;4;2;3;6;5;4;2;1;4;,969973266311079
1748;9;2;2;3;54;2;48;1;2;3;2;1;5;1;2;2;8;16;1;2;3;1;2;2;2;2;1;1;1;1;1;7;6;2;9;9;9;8;0;6;2;0;0;2;1;1;1;1;1;4;12;12;12;12;12;3;2;2;7;6;9;5;7;98;35;98;4;2;2;1;4;5;2;2;7;1;2;2;4;1,02212682455538
1749;717;2;1;3;15;2;59;3;3;3;3;3;1;2;99;6;8;99;4;3;3;4;2;2;3;2;1;1;12;5;3;7;6;10;5;3;10;0;5;8;8;0;0;1;1;1;1;1;1;12;12;12;12;12;12;3;3;3;5;11;6;0;3;99;99;99;2;5;3;2;4;2;3;5;5;4;2;4;1;,969973266311079
1750;190;2;2;3;11;2;48;1;2;3;2;3;13;9;4;9;13;99;1;2;3;3;2;2;1;3;1;1;1;2;1;7;10;10;8;8;8;6;5;4;4;2;0;2;2;2;1;1;1;5;4;5;12;12;12;2;2;2;5;4;6;4;6;99;99;99;4;6;2;2;3;4;2;6;2;4;2;1;4;,543280918963283
1751;509;2;2;3;20;2;52;1;2;4;2;2;8;7;13;31;22;6;2;2;2;3;3;2;3;2;1;1;1;1;1;6;7;10;9;9;9;9;6;6;5;0;0;2;2;1;1;1;1;7;5;12;12;12;12;2;2;2;7;5;6;5;5;9;11;99;5;7;3;3;3;5;3;2;5;4;2;1;4;,543280918963283
1752;846;2;1;3;20;2;53;1;2;3;2;2;1;5;99;99;99;99;1;1;3;2;2;2;1;3;1;1;12;5;1;7;2;10;1;3;10;8;0;7;5;6;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;2;6;7;9;6;5;99;99;99;4;5;3;3;3;5;2;7;2;4;2;4;1;,543280918963283
1753;356;2;2;3;71;1;49;1;2;3;3;4;2;8;1;2;99;99;2;2;3;1;1;2;3;2;2;2;2;2;9;7;6;1;4;3;10;0;8;5;6;0;0;2;2;1;1;1;1;6;7;12;12;12;12;2;1;2;8;7;8;3;5;99;99;99;1;7;2;2;4;4;1;6;2;4;1;2;4;3,52963775637748
1754;334;2;1;3;20;2;79;5;2;3;2;2;4;99;99;99;99;99;1;1;3;2;1;2;2;2;1;1;3;1;3;2;7;10;5;4;10;1;4;9;5;1;0;2;1;1;1;1;1;5;12;12;12;12;12;3;3;2;8;6;6;5;5;4;99;99;3;0;4;3;4;4;2;1;5;4;2;4;1;,969973266311079
1755;353;2;2;3;999;2;50;1;2;2;2;3;1;2;99;2;2;1;3;4;3;2;1;3;3;3;1;1;13;5;15;7;6;10;1;3;10;5;5;5;5;0;0;2;1;1;1;1;1;4;12;12;12;12;12;3;3;3;4;3;6;2;3;98;98;35;4;6;2;1;1;5;3;2;2;4;2;1;4;,684568676480529
1756;650;2;2;3;20;2;59;1;2;4;2;3;7;99;99;99;99;99;2;2;3;3;1;1;2;4;2;4;14;5;9;2;4;10;1;10;10;6;1;6;5;5;4;2;1;1;1;1;1;11;12;12;12;12;12;2;1;1;9;9;9;9;9;99;99;99;11;11;3;2;5;4;2;8;7;1;2;1;4;3,52963775637748
1757;509;2;2;3;20;2;25;1;2;3;2;3;1;8;7;17;2;4;2;2;3;2;2;2;3;1;1;1;2;1;2;6;7;10;4;5;10;4;10;3;8;0;0;2;2;2;1;2;1;5;6;4;12;4;12;3;2;3;6;4;3;3;4;1;6;7;0;9;1;1;1;5;2;6;2;4;2;1;4;,944762393591992
1758;463;2;2;3;20;2;53;1;2;2;2;2;1;2;15;15;9;9;2;2;3;2;2;2;3;1;1;1;12;5;2;7;10;10;9;9;9;6;5;5;6;4;0;2;1;2;1;1;1;6;12;5;12;12;12;2;2;3;6;7;6;5;5;9;98;99;4;5;3;3;4;5;3;2;2;4;2;1;4;1,41062105015695
1759;390;2;2;3;20;1;52;1;2;3;2;2;13;8;99;6;23;8;1;2;3;2;2;2;2;3;1;1;12;5;10;7;10;10;3;1;10;6;5;6;4;4;0;2;2;2;2;1;1;5;4;5;4;12;12;3;1;2;6;6;6;5;6;99;99;99;4;6;3;2;2;4;1;2;2;4;1;2;4;,745952436564862
1760;937;2;2;3;20;1;61;1;2;3;2;3;1;2;5;2;1;2;2;2;3;2;2;2;1;3;2;2;12;5;9;7;6;10;3;1;4;5;4;5;4;2;0;2;1;2;2;1;2;6;12;5;3;12;4;3;2;2;6;5;6;2;4;99;99;99;3;5;3;2;3;5;3;2;2;4;1;1;4;1,87607329914896
1761;100;2;2;3;902;2;56;1;3;4;3;3;1;2;99;6;99;99;2;3;1;3;2;3;2;3;1;1;2;1;2;7;6;10;1;10;10;3;10;1;2;0;0;2;2;1;1;1;1;0;7;12;12;12;12;4;3;2;3;0;2;0;2;35;99;99;0;10;1;1;3;4;3;6;2;4;2;1;4;,749773396047587
1762;608;2;2;3;54;1;26;1;2;3;2;3;2;7;5;9;99;99;2;1;2;2;2;2;3;2;1;1;1;1;1;6;7;10;4;10;10;8;6;7;6;1;0;2;2;2;1;1;1;7;4;6;12;12;12;2;2;2;6;7;6;6;7;8;12;30;6;7;2;2;1;5;2;6;2;4;1;2;4;,684568676480529
1763;709;2;2;3;45;2;38;1;2;3;2;2;1;2;7;1;2;6;2;3;2;2;1;2;2;3;2;3;14;5;9;7;6;10;4;10;10;5;5;6;5;0;0;2;1;1;1;1;1;5;12;12;12;12;12;2;2;1;8;5;7;4;5;12;8;99;3;0;4;3;5;2;3;6;5;4;2;2;4;3,52963775637748
1764;820;2;2;3;20;2;23;1;2;4;2;2;1;8;99;1;99;99;3;2;3;2;1;2;3;1;1;1;2;1;2;7;6;3;5;10;10;0;8;5;6;0;0;2;2;2;1;1;1;5;7;6;12;12;12;3;2;2;6;4;6;4;6;99;99;99;1;7;1;1;1;5;2;6;2;4;2;2;4;,944762393591992
1765;9;2;2;3;85;1;56;1;2;1;2;2;25;7;2;13;7;6;1;2;3;1;1;2;1;2;1;1;1;2;1;7;4;2;3;6;10;8;2;6;2;5;0;2;2;2;2;1;1;8;4;6;4;12;12;1;2;2;8;8;8;6;7;8;13;6;6;6;2;3;3;4;1;7;2;4;1;1;4;,543280918963283
1766;648;2;1;3;84;2;46;3;2;4;2;3;7;2;19;7;8;13;2;2;3;2;2;3;1;3;1;1;1;3;1;6;7;10;2;10;10;6;6;3;5;0;0;2;2;2;1;1;2;7;7;5;12;12;0;3;2;3;6;4;5;3;4;4;99;99;5;8;1;1;2;2;2;7;2;4;2;4;1;,684568676480529
1767;71;2;1;3;44;1;74;5;1;2;2;2;1;99;99;15;99;99;2;2;3;2;2;2;4;3;1;2;12;5;1;7;10;10;2;10;10;5;7;5;5;3;0;2;2;2;2;1;1;6;6;5;3;12;12;2;2;3;6;4;6;4;4;8;13;99;5;7;1;1;3;5;2;2;2;4;1;4;1;,543280918963283
1768;360;2;2;3;999;1;28;1;2;4;2;3;1;16;4;1;16;2;3;2;3;1;1;2;2;1;1;1;2;1;2;7;6;3;8;8;8;1;9;1;2;0;0;2;2;2;2;2;1;4;7;0;1;3;12;4;3;4;5;5;2;2;1;6;6;99;2;9;1;1;2;5;2;6;2;4;1;1;4;,944762393591992
1769;190;2;2;3;20;2;25;1;2;3;2;2;5;10;99;5;99;99;3;2;3;1;3;2;2;4;3;4;14;5;9;7;3;6;1;10;10;6;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;6;5;5;5;5;99;99;99;5;0;2;2;2;3;3;2;2;4;2;2;4;2,36397224815043
1770;509;2;2;3;36;2;65;6;2;3;2;2;1;25;18;99;99;99;1;1;3;1;1;2;2;3;3;4;14;5;9;7;10;10;2;1;10;7;8;5;6;3;0;2;2;2;2;1;2;6;6;5;3;12;5;2;2;3;7;9;8;6;5;8;2;13;4;8;1;2;3;4;2;7;2;4;2;1;4;1,87607329914896
1771;847;2;2;3;902;1;61;5;2;2;2;2;16;5;1;16;5;1;2;2;3;3;2;1;2;2;1;1;13;5;15;4;2;10;9;9;9;8;0;8;6;6;5;2;1;2;1;1;1;8;12;8;12;12;12;2;2;1;8;7;8;5;8;4;16;98;6;1;4;3;3;5;2;7;5;4;1;1;4;,852115048818475
1772;463;2;2;3;902;2;45;1;2;3;2;3;13;2;1;23;6;9;2;2;2;3;2;3;2;3;1;1;12;5;1;7;6;10;1;10;10;8;4;7;11;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;2;6;6;6;6;6;1;99;99;4;5;2;3;3;5;3;6;2;4;2;2;4;,543280918963283
1773;148;2;2;3;20;1;78;5;2;3;2;2;1;2;7;7;2;18;1;2;3;3;2;2;3;2;1;1;3;1;3;7;4;6;1;10;10;6;5;9;6;0;0;2;2;2;1;1;1;7;8;8;12;12;12;3;2;1;9;8;8;7;8;2;1;99;3;3;3;3;5;5;2;6;5;4;1;1;4;,969973266311079
1774;846;2;1;3;20;2;68;3;2;3;2;2;8;1;5;99;99;99;5;2;3;2;2;2;3;2;1;1;3;2;3;7;6;2;5;4;10;5;4;7;5;2;0;2;2;2;2;1;1;11;11;11;11;12;12;2;2;2;6;5;8;5;5;9;9;99;7;5;3;3;3;4;2;2;2;4;2;4;1;,51556025615562
1775;608;2;1;3;20;2;54;3;2;4;3;4;6;6;6;1;6;99;3;2;2;3;2;1;4;2;3;2;12;5;9;7;2;10;3;10;10;3;2;6;3;1;0;2;1;1;1;1;1;7;12;12;12;12;12;3;2;3;5;4;6;8;2;99;99;99;5;11;5;1;4;4;3;4;7;1;2;4;1;3,52963775637748
1776;30;2;1;3;44;1;25;4;2;3;2;3;6;2;99;2;99;99;5;2;3;2;2;2;3;3;1;1;2;3;2;7;6;10;1;10;10;6;7;3;3;0;0;2;2;1;1;2;2;6;6;12;12;5;5;3;3;2;7;6;7;5;6;12;99;99;3;6;1;2;1;4;1;2;2;4;1;4;1;,944762393591992
1777;281;2;1;3;20;2;75;5;2;3;2;2;1;8;7;7;99;99;1;1;3;3;2;2;2;2;1;1;1;1;1;7;2;4;3;6;10;7;2;4;3;3;0;2;2;2;2;1;1;7;6;5;5;12;12;2;2;2;7;7;7;6;8;7;6;1;5;4;2;2;5;5;2;2;2;4;2;4;1;1,02212682455538
1778;648;2;2;3;44;2;59;1;3;4;2;2;5;7;1;99;99;99;3;2;3;3;2;2;2;3;2;4;14;5;9;2;5;4;1;6;10;8;0;0;0;8;2;2;1;1;1;1;1;11;12;12;12;12;12;2;1;1;7;5;7;5;5;10;30;9;8;0;3;3;4;5;2;1;5;4;2;2;4;3,52963775637748
1779;9;2;2;3;15;2;38;1;2;3;3;3;2;5;13;13;2;8;2;1;3;3;2;2;2;3;1;1;12;5;3;2;7;10;3;1;10;6;0;6;1;5;0;1;2;1;1;1;1;12;6;12;12;12;12;3;3;2;6;5;5;5;5;16;99;99;5;3;5;3;5;3;1;2;5;4;2;2;4;,969973266311079
1780;507;2;1;3;85;2;58;1;3;4;2;3;1;2;99;99;99;99;1;2;3;3;2;3;1;4;1;1;1;1;1;7;4;3;6;10;10;7;0;4;0;7;0;2;1;1;2;1;1;7;12;12;11;12;12;2;2;1;7;7;7;0;4;5;12;7;7;0;3;3;1;5;2;2;2;4;2;4;1;,684568676480529
1781;911;2;1;3;82;2;84;5;2;4;3;4;7;7;99;98;26;99;3;3;3;2;3;2;2;3;1;6;1;4;1;3;10;10;6;10;10;7;0;0;1;7;5;1;1;1;1;2;1;12;12;12;12;11;12;6;4;4;5;5;7;11;11;99;99;99;7;11;5;3;4;2;2;1;2;4;2;4;1;1,02212682455538
1782;71;2;2;3;13;2;45;1;2;3;2;2;7;99;99;8;7;99;2;2;3;2;2;2;3;3;1;1;12;5;3;6;7;10;3;10;10;5;4;6;5;0;0;2;1;2;1;1;1;6;12;5;12;12;12;3;2;3;5;3;3;0;4;99;99;99;3;3;2;1;5;4;2;2;2;4;2;2;4;,969973266311079
1783;19;2;1;3;44;2;67;3;4;4;3;3;2;7;99;8;99;99;2;2;3;3;2;3;4;4;1;3;14;5;1;2;7;10;1;10;10;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;3;6;6;6;6;6;99;99;99;5;0;6;3;4;2;3;4;2;4;2;4;1;1,02212682455538
1784;836;2;1;3;2;1;65;5;2;4;2;3;1;5;2;8;99;99;5;2;2;2;2;5;2;3;1;1;13;5;15;6;7;10;1;3;10;6;4;5;3;0;0;2;2;2;2;1;1;5;11;4;0;12;12;2;2;1;6;7;5;5;6;2;4;99;4;7;2;4;4;2;3;2;2;4;1;4;1;1,02212682455538
1785;463;2;1;3;44;2;65;3;2;4;2;2;1;2;99;99;99;99;1;1;3;2;1;2;2;4;2;3;14;5;9;7;4;2;8;8;8;4;0;4;0;4;0;2;1;1;1;1;1;5;12;12;12;12;12;3;2;3;8;7;5;3;7;4;4;99;5;5;3;3;5;4;1;7;2;4;2;4;1;3,52963775637748
1786;355;2;1;3;85;1;63;5;2;3;2;2;1;6;2;6;2;8;2;2;3;2;1;2;3;1;1;1;1;3;5;7;10;10;2;10;10;8;5;5;7;1;0;2;2;2;2;1;1;8;5;5;1;12;12;3;2;1;6;7;10;7;7;6;8;13;3;10;2;2;1;3;2;7;2;4;1;4;1;1,45310027668235
1787;717;2;1;3;20;1;74;5;3;3;3;3;2;1;7;31;99;99;5;2;3;3;3;2;4;2;1;2;12;5;6;5;4;3;1;6;10;6;5;5;5;7;5;2;2;2;2;1;1;11;11;5;7;12;12;3;2;3;5;6;5;5;5;4;16;6;7;6;3;3;3;5;1;1;2;4;1;4;1;,852115048818475
1788;847;2;2;3;20;1;28;1;2;2;2;2;1;2;8;1;9;9;2;3;2;2;1;2;3;1;1;1;3;3;3;6;7;10;2;5;10;6;6;7;7;0;0;2;2;2;1;1;2;6;6;7;12;12;5;2;2;1;8;7;8;6;6;1;2;99;2;5;3;3;2;5;3;7;2;4;3;1;4;,649638869842709
1789;390;2;2;3;84;2;45;1;2;3;2;2;15;98;4;2;6;10;3;2;3;2;2;3;2;3;2;1;1;2;1;7;6;10;4;3;10;6;0;4;4;0;0;2;1;2;1;1;1;6;12;5;12;12;12;3;2;2;5;5;6;4;4;98;6;99;6;6;3;3;5;3;2;2;2;4;2;1;4;1,02212682455538
1790;648;2;2;3;20;2;43;1;2;3;3;3;1;5;2;99;99;99;2;2;3;1;1;2;3;3;2;2;3;3;6;2;7;4;6;1;10;7;0;6;5;8;0;2;1;1;2;1;1;5;12;12;7;12;12;3;2;1;6;8;7;7;6;98;9;8;6;0;5;3;5;5;2;2;5;4;2;2;4;1,60316627844524
1791;335;2;1;3;84;2;70;5;2;4;2;3;99;99;99;9;10;9;2;3;1;2;2;3;2;1;2;2;13;5;15;7;10;10;10;10;10;11;11;11;11;11;11;2;2;2;2;1;1;11;11;11;11;12;12;4;2;3;5;5;6;4;4;99;99;99;11;11;6;2;1;3;3;2;2;4;2;4;1;2,36397224815043
1792;353;2;1;3;44;1;63;2;2;4;2;2;1;15;15;31;15;10;4;3;3;2;2;2;2;2;1;1;1;2;1;7;6;4;2;10;10;7;4;4;3;0;0;2;2;2;2;2;2;7;4;3;0;3;0;2;2;2;6;7;8;4;6;8;1;9;4;9;1;2;2;4;2;6;7;1;2;4;1;,684568676480529
1793;509;2;2;3;84;2;45;1;2;2;2;2;1;7;99;2;7;99;2;2;3;2;2;2;2;4;3;4;14;5;9;8;8;8;8;8;8;11;11;11;11;11;11;2;1;1;1;1;1;11;12;12;12;12;12;2;4;3;11;11;11;11;11;99;99;99;5;5;3;4;3;4;2;5;2;4;2;2;4;1,87607329914896
1794;709;2;2;3;20;2;28;1;1;2;2;3;2;1;7;1;2;16;1;1;2;3;2;2;3;3;5;5;14;5;12;7;10;10;1;10;10;5;0;0;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;2;2;2;6;7;8;5;7;7;6;12;5;0;6;2;5;5;2;2;7;2;2;2;4;3,52963775637748
1795;71;2;1;3;69;1;54;1;5;5;2;2;1;2;99;99;99;99;2;2;3;2;2;5;4;2;1;1;13;5;15;6;7;10;10;10;10;5;5;3;0;0;0;2;1;1;2;1;1;11;12;12;11;12;12;3;4;2;5;5;8;4;5;99;99;99;4;7;2;2;1;2;2;2;2;4;1;4;1;,944762393591992
1796;820;2;1;3;13;2;86;5;2;3;2;2;8;99;99;8;99;99;2;2;3;3;1;2;1;3;1;1;12;5;1;7;10;10;3;1;6;6;3;6;4;0;0;2;1;2;1;1;1;11;12;11;12;12;12;3;1;2;8;11;8;11;9;8;10;99;5;11;3;3;4;2;1;2;5;4;2;4;1;1,02212682455538
1797;463;2;2;3;13;1;43;1;2;4;2;3;11;10;26;23;99;99;2;2;2;3;2;2;2;3;2;3;14;5;1;7;6;2;1;10;10;8;0;5;4;0;0;1;1;1;1;1;2;12;12;12;12;12;7;2;2;2;8;7;8;9;7;99;99;99;3;7;4;3;3;2;2;2;2;4;1;2;4;,543280918963283
1798;9;2;2;3;20;1;78;5;2;1;2;2;8;99;99;8;99;99;2;2;3;4;1;2;3;1;1;1;3;1;3;7;6;10;8;8;8;0;2;10;3;0;0;2;2;2;2;1;1;4;3;10;0;12;12;2;2;1;8;6;6;8;6;99;99;99;2;0;3;3;4;2;3;6;5;4;1;2;4;,969973266311079
1799;348;2;1;3;20;2;70;5;2;4;2;2;1;2;8;6;8;99;2;2;3;2;2;2;2;4;2;2;12;5;9;7;10;10;1;3;10;7;2;6;2;5;0;2;2;2;2;1;1;6;3;5;5;12;12;3;2;3;7;7;7;4;4;6;16;99;5;0;3;3;3;5;3;1;2;4;2;4;1;1,87607329914896
1800;16;2;1;3;20;1;51;1;2;4;2;3;7;5;6;7;10;99;2;2;3;1;2;2;3;2;1;1;12;5;1;7;2;10;1;3;5;9;4;7;6;4;0;2;1;1;1;1;1;8;12;12;12;12;12;2;2;2;9;8;9;7;8;6;12;9;6;6;2;2;2;5;1;2;2;4;1;4;1;,684568676480529
1801;190;2;1;1;999;1;46;1;2;2;2;2;1;2;15;1;15;9;1;2;3;1;1;2;3;3;2;2;2;2;2;6;7;3;1;10;10;6;7;3;5;0;0;2;2;2;2;2;2;6;6;4;0;5;0;2;2;2;6;6;6;5;6;30;99;99;2;9;1;1;1;3;2;6;2;4;1;4;1;,944762393591992
1802;148;2;2;3;20;1;51;1;2;3;2;3;8;2;99;8;99;99;5;3;2;3;2;5;2;3;2;4;14;5;1;7;6;4;1;3;2;8;7;7;4;0;0;2;1;1;1;1;1;6;12;12;12;12;12;3;2;2;5;5;5;5;6;35;99;99;6;5;3;3;3;3;3;2;2;4;1;2;4;,543280918963283
1803;608;2;1;3;20;1;82;5;3;4;2;2;1;1;7;31;99;99;5;2;3;2;3;2;1;3;1;1;13;5;15;7;2;4;1;6;10;2;0;1;1;4;1;2;2;2;2;1;1;6;2;3;5;12;12;3;3;2;5;5;5;4;5;16;8;99;5;5;4;3;5;4;2;1;5;4;1;4;1;,969973266311079
1804;847;2;1;3;44;1;80;5;3;2;3;2;1;2;7;31;7;99;5;2;3;3;3;2;3;2;1;2;3;2;3;6;7;10;5;10;10;4;2;9;5;0;0;2;2;2;2;1;1;6;7;6;1;12;12;3;2;2;7;6;7;6;7;99;99;99;3;1;3;3;4;2;2;6;2;4;1;4;1;,969973266311079
1805;650;2;1;1;44;1;58;1;1;4;2;2;1;99;99;99;99;99;1;2;3;2;2;1;2;1;1;1;1;1;1;7;6;4;2;10;10;9;7;7;2;0;0;2;2;2;2;2;2;8;6;4;2;2;0;2;1;1;8;8;8;8;7;8;6;99;5;10;1;1;1;5;2;1;2;4;1;4;1;,684568676480529
1806;937;2;2;3;54;2;46;4;3;4;3;2;2;8;1;2;8;1;3;4;2;4;2;3;2;4;6;6;12;5;15;10;10;10;10;10;10;0;0;0;0;0;0;2;1;1;1;1;1;11;12;12;12;12;12;3;2;3;5;3;5;3;4;16;6;7;11;11;3;4;4;2;4;8;2;4;2;2;4;1,41062105015695
1807;509;2;2;3;83;2;45;1;2;3;2;3;1;8;6;6;1;23;2;3;2;2;2;2;3;4;1;1;2;2;1;7;6;10;4;1;10;7;8;6;6;0;0;2;2;1;1;2;2;7;6;12;12;6;6;2;2;2;6;5;7;6;6;1;99;99;1;9;2;2;3;3;2;2;2;4;2;2;4;,543280918963283
1808;50;2;1;3;20;2;80;3;2;3;2;2;8;1;2;8;99;99;1;2;3;2;2;2;3;3;1;1;2;2;2;7;6;4;3;1;10;8;10;6;6;0;0;2;2;1;2;1;1;8;9;12;5;12;12;3;2;1;8;7;8;7;8;9;1;1;7;9;2;1;5;2;3;6;4;4;2;4;1;1,41062105015695
1809;334;2;1;3;20;2;87;5;2;3;5;2;99;99;99;8;99;99;2;1;3;2;1;2;4;4;1;1;12;5;3;7;2;10;1;3;10;8;0;7;11;0;0;2;1;1;1;1;1;11;12;12;12;12;12;3;4;2;11;11;7;11;11;99;99;99;11;11;3;4;5;2;3;1;5;4;2;4;1;,969973266311079
1810;352;2;1;3;13;1;77;5;1;4;2;2;1;5;10;26;10;99;2;2;3;1;3;1;3;1;1;1;2;3;2;7;6;10;4;10;10;8;10;7;8;1;0;2;2;2;2;2;2;7;8;5;0;5;0;1;2;2;8;9;9;6;8;9;6;4;2;9;1;2;1;5;3;7;5;4;1;4;1;,944762393591992
1811;19;2;1;3;3;2;85;5;5;2;2;3;6;99;99;32;6;18;3;3;2;4;2;2;3;2;1;1;1;1;1;10;10;10;8;8;8;10;0;0;0;0;0;2;2;1;1;1;2;8;7;12;12;12;11;6;4;2;10;10;10;10;10;10;98;99;5;11;6;4;1;2;3;1;5;4;2;4;1;,684568676480529
1812;647;2;2;1;17;2;24;2;1;3;2;2;2;8;13;6;99;99;4;4;1;1;2;3;3;3;1;1;1;1;1;6;7;10;5;2;10;10;7;7;9;0;0;2;2;2;2;1;2;10;10;5;3;12;0;2;2;2;8;8;10;7;9;1;99;99;3;10;1;1;1;4;2;7;2;4;2;2;4;,684568676480529
