elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P0401;P0402;P0403;P0404;P0405;P0406;P05;P0601;P0602;P0603;P0701;P0702;P0703;P08;P09;P10;P11;P1201;P1202;P1203;P1204;P1301;P1302;P1401;P1402;P1403;P1501;P1502;P16;P1701;P1702;P1703;P18;P19;P20;P21;P22;P2301;P2302;P2303;P2401;P2402;P2403;P2501;P2502;P2503;P2504;P2505;P2506;P26A01;P26A02;P26A03;P26A04;P26A05;P26A06;P26B01;P26B02;P26B03;P26B04;P26B05;P26B06;P27;P28;P29;P30;P31;P32;P33;P34;P35;wt;udatam
126;604;1;2;3;59;2;52;1;10;4;7;7;7;5;3;1;6;99;99;99;99;1;2;1;3;8;5;0;0;10;10;10;10;10;1;3;2;1;2;1;1;1;3;3;9;7;6;2;5;4;1;8;0;8;8;0;0;2;1;1;1;1;1;5;12;12;12;12;12;0;0;3;3;4;2;2;7;1;1,69586410136416;3
127;944;1;2;3;59;2;74;5;6;5;7;5;5;3;7;7;2;8;8;99;99;2;2;1;1;8;5;0;0;4;4;10;10;10;2;3;2;2;2;2;1;1;1;2;1;6;7;10;2;10;10;7;6;5;5;0;0;2;2;2;2;2;2;7;5;4;0;4;0;3;8;1;1;3;2;2;1;4;,263373205873897;3
128;44;1;2;3;999;1;72;5;7;5;6;6;5;5;7;7;6;8;8;7;99;1;2;1;1;5;6;3;4;6;11;5;6;4;3;3;3;1;2;3;1;1;13;5;15;6;7;10;1;2;10;7;7;5;5;0;0;2;2;2;2;2;2;7;7;6;0;5;5;6;7;1;2;3;3;1;1;4;,410585830771016;1
129;470;1;2;3;59;1;40;1;8;8;7;6;6;6;9;99;99;99;99;99;99;1;2;1;1;7;5;0;0;10;10;10;10;10;4;2;4;4;4;1;1;1;3;3;3;4;7;10;6;5;10;3;2;3;8;7;0;1;1;1;1;1;1;12;12;12;12;12;12;6;3;5;3;5;2;1;7;1;,445971136076519;3
130;881;1;2;3;59;2;44;1;8;9;7;8;7;8;2;1;2;99;6;99;99;2;2;2;1;5;5;0;0;10;10;10;10;10;2;2;2;1;1;1;1;1;2;1;2;7;6;1;4;5;10;0;10;5;6;0;0;2;1;1;1;2;1;5;12;12;12;7;12;2;6;2;1;3;2;2;1;4;,410585830771016;3
131;25;1;2;3;59;1;63;5;9;9;7;11;7;11;4;1;2;5;99;99;99;2;2;1;1;7;8;0;4;9;11;8;8;7;1;2;2;2;2;2;1;1;2;1;2;6;7;10;4;5;1;8;10;7;9;0;0;2;2;2;2;2;1;7;7;6;2;5;12;2;10;1;1;4;2;3;1;4;,614790437889106;3
132;6;1;1;3;59;2;64;5;7;6;5;5;5;4;5;6;1;98;6;11;8;2;2;2;2;7;3;3;0;10;7;10;10;9;2;2;1;2;2;2;1;1;3;2;3;7;6;10;1;5;10;6;5;7;4;0;0;2;2;2;2;1;2;6;5;6;2;12;0;2;0;3;3;2;4;2;1;4;,285430560198002;3
133;336;1;1;3;59;2;53;1;8;7;8;7;7;6;5;15;1;99;6;6;33;1;1;1;2;8;2;0;1;9;10;9;9;9;2;2;1;2;2;2;1;1;2;1;2;7;6;1;4;3;5;4;9;5;6;1;0;2;2;2;2;1;1;4;7;4;2;12;12;2;6;2;2;1;4;2;1;4;,393478332779262;3
134;525;1;1;3;59;1;72;5;8;8;6;6;3;4;7;99;99;99;99;99;99;2;2;3;1;6;6;6;4;7;11;7;7;8;3;4;2;1;1;2;1;6;9;5;9;10;10;10;10;10;10;11;11;11;11;11;11;2;1;1;2;1;1;11;12;12;11;12;12;11;11;3;4;5;5;2;1;4;1,69586410136416;3
135;445;1;1;3;2;2;62;1;5;10;2;4;0;0;0;7;98;99;2;6;8;2;2;1;4;7;0;0;0;8;10;10;10;10;4;4;4;2;2;2;2;3;14;5;14;3;2;4;7;1;6;4;0;0;0;5;6;1;1;1;1;1;1;12;12;12;12;12;12;5;5;3;2;4;2;3;1;4;1,69586410136416;2
136;944;1;1;3;36;1;66;5;8;8;7;7;5;4;2;1;8;13;99;99;99;2;2;4;1;6;7;0;1;9;11;9;5;6;2;3;2;3;2;2;1;1;13;5;1;7;4;6;2;1;10;7;7;3;0;0;0;2;2;2;2;2;2;8;7;4;0;0;0;0;9;2;1;4;3;1;1;4;,394361705720365;2
137;147;1;2;1;59;2;84;5;9;8;7;7;5;4;6;8;4;99;8;98;99;1;2;1;2;7;6;0;0;7;7;10;9;8;2;3;2;3;2;2;1;1;2;3;14;7;6;10;3;10;10;6;7;7;5;2;0;2;1;2;2;1;1;6;12;11;5;12;12;5;7;2;2;2;4;1;1;4;,252399479425255;3
138;349;1;2;3;59;2;64;6;5;4;3;2;0;0;3;6;8;5;8;6;5;3;4;2;2;5;3;3;3;10;10;10;10;10;4;4;2;1;1;1;3;1;12;5;9;2;10;10;10;10;10;3;1;2;2;3;3;2;1;1;1;1;1;3;12;12;12;12;12;5;0;5;3;2;5;3;1;4;1,08538737446228;3
139;470;1;1;3;59;1;52;1;7;7;4;3;3;3;8;7;1;2;7;2;1;3;2;2;3;8;5;5;2;9;8;9;9;8;3;4;2;2;3;2;1;1;2;2;2;6;5;10;10;10;10;6;9;5;6;4;7;2;2;1;2;1;1;7;6;12;6;12;12;4;5;2;2;3;4;3;7;1;,410585830771016;3
140;606;1;1;3;59;2;47;3;8;8;7;7;6;6;5;5;13;99;99;99;99;3;2;4;4;10;0;5;0;8;7;10;8;7;2;2;3;3;3;3;1;2;11;5;11;2;4;10;1;6;10;6;0;4;0;6;0;2;1;1;2;1;1;5;12;12;11;12;12;6;4;3;3;4;2;2;1;4;1,69586410136416;3
141;44;1;1;3;59;2;78;5;5;4;4;3;5;4;2;26;1;8;31;26;99;3;3;2;1;5;5;1;5;10;10;10;10;10;3;4;3;2;2;2;1;2;3;2;3;2;10;10;1;4;10;7;4;9;7;1;1;2;2;2;2;1;1;7;5;8;4;12;12;5;5;2;2;4;4;3;5;4;,445971136076519;3
142;6;1;2;3;999;1;62;1;7;7;11;11;5;4;7;99;99;99;99;99;99;3;5;1;2;4;1;6;4;1;1;10;10;5;5;3;2;3;3;2;2;3;14;5;9;10;10;10;10;10;10;5;0;6;3;6;5;1;1;1;1;1;1;12;12;12;12;12;12;5;0;5;2;5;3;2;2;4;1,69586410136416;1
143;25;1;1;3;59;2;84;5;10;11;7;6;8;6;9;2;1;8;1;99;99;2;2;2;4;7;11;3;3;10;4;10;10;8;1;2;1;1;1;2;1;1;12;5;3;10;10;10;5;4;10;3;4;10;6;3;0;2;1;2;1;1;1;6;12;8;12;12;12;4;5;3;4;4;3;2;5;4;,445971136076519;3
144;604;1;1;3;59;2;56;1;8;8;6;4;3;0;2;5;1;7;2;99;99;3;2;2;4;8;8;8;8;2;2;10;10;5;3;4;3;2;2;1;2;1;6;1;6;2;4;1;7;10;10;0;0;0;0;10;8;2;1;2;2;1;1;3;12;3;10;12;12;7;0;3;3;4;4;2;1;4;,949777655579043;3
145;336;1;2;3;59;1;34;1;7;7;7;6;5;5;2;13;13;7;13;23;6;2;3;2;1;8;6;4;7;10;10;10;10;10;3;3;4;1;1;1;2;2;12;5;9;7;10;10;1;10;10;8;6;6;6;7;0;1;1;1;1;1;1;12;12;12;12;12;12;5;5;6;4;5;2;3;7;1;1,69586410136416;3
146;612;1;2;3;59;1;64;5;8;7;8;7;6;5;3;1;2;8;2;1;4;2;2;2;1;7;6;3;3;9;9;10;8;10;2;3;1;1;1;2;1;1;2;2;2;7;10;10;5;1;10;6;8;6;6;3;0;2;2;2;2;1;1;7;7;5;0;12;12;3;8;1;1;3;4;2;1;4;,410585830771016;3
147;574;1;2;1;999;1;25;1;7;9;5;5;2;1;2;1;11;8;11;1;99;2;3;3;3;1;6;0;8;2;2;10;10;3;2;3;1;1;1;1;1;1;2;1;2;7;6;1;4;5;10;1;8;3;5;1;0;2;2;2;2;1;1;1;8;1;1;12;12;8;10;1;1;1;5;3;1;4;,393478332779262;1
148;813;1;2;3;59;1;25;1;10;10;5;4;5;4;3;10;18;18;2;1;16;2;2;1;3;6;6;4;4;10;10;10;10;10;3;4;1;1;1;1;1;1;6;2;6;2;1;5;7;10;10;4;2;2;3;8;8;2;1;1;1;1;1;4;12;12;12;12;12;8;3;4;3;5;3;1;5;4;,949777655579043;3
149;525;1;2;3;59;1;43;1;8;10;9;10;8;10;10;6;9;98;29;2;99;2;2;1;1;8;10;7;7;8;11;8;8;8;1;1;3;3;3;3;1;1;6;2;6;7;5;10;2;10;10;5;8;5;2;10;2;2;2;1;2;1;2;7;5;12;6;12;8;5;5;2;3;3;3;2;7;1;,634305974410764;3
150;984;1;2;3;59;2;51;1;7;8;6;6;5;6;6;1;98;16;5;6;18;3;5;2;2;8;0;0;0;9;9;9;9;9;3;3;2;1;1;1;1;1;6;2;6;2;7;4;1;10;10;5;0;2;2;5;2;2;1;2;2;1;2;8;12;11;8;12;5;7;0;3;3;4;5;1;1;4;,949777655579043;3
151;445;1;1;3;59;1;63;1;5;5;5;5;2;1;8;2;1;18;31;2;15;3;2;1;1;8;5;0;0;10;10;10;10;8;2;2;2;1;2;2;1;1;12;5;10;2;7;4;3;1;6;4;0;5;1;5;0;2;2;2;2;1;2;6;0;6;7;12;2;5;5;3;3;4;4;2;1;4;,551225954638507;3
152;44;1;1;3;59;1;70;5;9;9;5;4;5;4;0;7;2;1;31;15;99;3;3;3;2;2;5;3;3;0;5;10;5;10;4;4;4;2;4;4;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;2;2;2;2;2;3;3;3;3;3;3;0;0;6;3;5;5;1;3;4;1,69586410136416;3
153;881;1;2;3;59;2;77;5;7;9;8;8;5;6;0;2;7;2;7;1;7;2;2;4;1;5;6;0;3;8;8;8;7;8;2;4;1;1;1;5;1;1;1;1;1;7;10;10;2;10;10;10;7;7;11;3;0;2;2;1;2;1;1;8;7;12;8;12;12;5;10;2;2;3;3;2;1;4;,263373205873897;3
154;944;1;1;3;2;2;41;1;8;8;3;3;2;2;0;8;13;6;13;8;6;2;2;2;2;6;0;0;0;8;6;10;2;2;3;4;3;2;2;2;1;1;13;5;1;7;6;10;2;1;3;5;5;5;2;0;0;2;1;1;1;1;1;0;12;12;12;12;12;2;7;2;2;4;2;3;1;4;,394361705720365;2
155;470;1;2;3;999;1;25;4;7;6;7;7;3;4;4;16;5;4;16;99;99;2;2;3;3;8;5;8;3;5;3;8;9;6;3;4;1;1;1;1;1;1;7;2;6;2;3;5;6;10;10;4;0;0;0;7;10;2;2;1;1;1;2;3;2;12;12;12;10;10;0;3;3;5;4;2;1;4;,949777655579043;1
156;574;1;1;3;59;1;25;1;6;8;6;6;6;6;7;1;25;6;1;6;99;2;2;2;2;7;4;4;4;8;7;10;10;5;1;2;2;1;1;1;1;6;12;5;5;7;10;10;3;4;2;4;6;6;7;3;0;2;1;1;1;1;1;6;12;12;12;12;12;3;2;3;3;1;4;2;5;4;,799914157961237;3
157;606;1;2;3;59;1;58;1;8;9;6;6;0;0;7;1;15;4;8;13;4;2;2;2;1;5;5;0;2;10;10;10;10;10;2;4;1;1;1;1;1;1;2;1;2;7;6;5;1;10;10;6;10;4;2;0;0;2;2;2;2;2;2;4;6;0;0;2;0;0;10;1;1;3;5;2;1;4;,410585830771016;3
158;6;1;2;3;59;1;75;5;8;8;7;7;6;7;5;1;99;99;99;99;99;5;2;2;2;8;7;4;6;10;8;10;10;8;2;2;2;2;1;1;1;1;3;2;3;2;10;10;1;4;10;5;0;8;5;3;0;2;1;2;2;1;1;8;12;7;6;12;12;4;0;3;3;4;5;2;1;4;,445971136076519;3
159;612;1;1;3;2;2;50;1;8;5;2;5;0;0;5;6;6;6;6;6;2;2;2;2;2;5;5;2;2;10;10;10;10;10;4;4;4;1;1;1;1;1;13;5;15;5;2;3;9;9;9;0;0;0;0;0;0;2;1;2;2;1;1;0;12;0;0;12;12;11;11;3;3;4;3;3;2;4;,695156480929614;2
160;147;1;2;3;59;2;56;1;9;9;5;7;5;7;5;7;99;99;7;6;98;2;2;4;4;7;5;0;0;9;9;9;9;9;2;2;3;2;2;3;1;1;1;2;1;7;6;10;8;8;8;8;5;4;5;2;0;2;2;2;2;1;1;8;5;4;8;12;12;5;9;2;1;3;4;1;1;4;,263373205873897;3
161;604;1;2;3;2;1;72;5;6;6;7;7;2;7;5;2;1;7;10;99;99;1;2;1;1;8;7;1;5;8;5;9;7;9;2;3;2;2;2;3;1;1;2;1;2;7;6;10;4;10;10;6;9;6;7;0;0;2;2;1;2;1;1;6;8;12;2;12;12;7;6;1;1;4;3;3;2;4;,614790437889106;2
162;711;1;2;3;59;1;40;1;7;7;7;6;6;5;7;2;98;7;13;9;9;1;2;2;3;6;6;5;6;5;7;10;10;3;3;3;3;3;3;3;1;1;1;3;2;6;5;7;2;10;10;6;6;6;3;0;0;2;2;2;2;2;2;5;5;5;5;5;5;4;2;2;3;1;5;3;1;4;,393478332779262;3
163;984;1;2;3;59;2;68;5;7;7;6;6;6;4;2;7;1;5;14;6;6;2;3;3;1;4;2;0;0;4;5;10;10;8;3;4;2;3;3;3;1;2;2;1;2;7;1;10;5;10;10;0;8;0;0;0;0;2;2;2;2;2;2;3;8;0;0;2;0;0;10;1;1;3;4;2;1;4;,410585830771016;3
164;813;1;2;3;59;1;77;5;6;6;7;7;7;7;6;2;99;99;99;99;99;1;1;2;2;8;7;4;4;3;0;3;2;0;1;1;2;2;2;2;1;1;3;1;3;7;2;1;8;8;8;6;4;10;5;2;0;2;1;1;2;1;1;7;12;12;5;12;12;5;3;3;3;5;1;2;5;4;,445971136076519;3
165;574;1;2;3;59;2;41;1;7;7;5;4;5;5;5;1;8;6;6;99;99;3;1;4;4;5;2;0;0;5;5;8;6;7;5;5;4;5;5;5;3;4;14;5;9;2;10;10;1;10;10;1;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;11;0;5;3;5;4;3;7;2;1,69586410136416;3
166;525;1;1;3;999;2;51;1;3;3;3;3;0;0;0;2;2;10;2;2;10;1;3;1;1;5;7;5;4;10;10;10;10;10;3;3;4;2;2;2;1;1;1;2;1;7;4;5;2;10;10;10;8;7;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;5;3;3;2;5;2;3;5;4;,394361705720365;1
167;44;1;1;3;999;2;55;1;7;6;6;5;2;2;3;10;2;8;5;99;99;1;5;1;1;3;3;0;3;7;7;10;10;10;2;2;1;1;1;1;1;1;2;1;2;7;6;3;4;10;10;2;11;2;5;0;0;2;2;2;2;2;2;2;8;0;0;3;0;2;8;1;1;3;2;3;5;4;,410585830771016;1
168;147;1;1;3;59;1;41;1;7;7;7;7;6;7;4;1;8;99;99;99;99;2;2;4;4;6;5;3;3;7;7;8;8;8;2;3;3;2;2;2;1;1;2;2;2;7;6;10;4;5;10;6;8;6;7;3;2;2;2;2;2;1;2;7;7;7;5;12;11;7;7;2;2;1;5;2;1;4;,393478332779262;3
169;881;1;2;3;59;1;64;5;5;5;5;3;3;3;5;7;5;6;6;6;6;4;3;3;3;5;4;4;4;7;5;8;7;8;3;3;3;1;3;1;2;4;14;5;9;3;2;7;1;10;10;5;3;3;3;5;5;2;1;1;1;1;1;5;12;12;12;12;12;5;4;3;3;5;3;2;1;4;1,69586410136416;3
170;349;1;2;3;59;2;66;5;8;10;6;8;2;1;0;2;1;2;2;8;9;2;2;1;1;5;2;0;0;10;10;7;5;10;2;3;3;2;3;4;1;1;1;1;1;8;8;8;8;8;8;10;3;7;3;2;0;2;1;2;2;1;1;5;12;5;2;12;12;5;5;3;3;5;2;1;1;4;,394361705720365;3
171;336;1;1;3;59;1;62;1;8;8;7;7;5;4;7;1;15;4;31;13;99;2;2;1;1;8;7;7;5;8;8;8;7;7;2;3;2;2;1;2;1;1;1;1;1;7;2;10;8;8;8;9;3;5;5;5;0;2;2;2;2;1;2;8;6;3;1;12;1;3;8;1;1;3;3;2;1;4;,263373205873897;3
172;604;1;2;3;999;2;44;1;8;8;7;7;6;5;4;6;1;4;6;4;99;2;2;2;2;7;7;1;3;6;7;9;9;8;2;2;3;2;2;2;1;1;2;2;2;6;7;10;1;10;10;7;8;6;6;0;0;2;1;1;2;2;1;6;12;12;4;6;12;3;7;2;2;5;4;3;1;4;,614790437889106;1
173;25;1;2;3;59;1;61;5;3;3;5;4;4;3;5;1;4;8;31;6;99;2;2;4;1;5;5;4;4;7;8;8;6;7;5;3;1;2;2;3;1;1;2;2;2;8;8;8;8;8;8;3;8;2;3;2;0;2;2;2;2;2;2;4;7;4;2;4;0;0;10;1;1;2;4;3;1;4;,393478332779262;3
174;445;1;1;3;59;2;79;3;8;7;6;4;4;3;5;2;1;13;98;99;99;2;2;1;4;9;5;6;0;9;9;10;10;8;3;4;3;2;2;4;1;1;10;5;1;2;5;4;1;6;7;7;0;0;0;7;2;2;1;1;1;1;1;6;12;12;12;12;12;5;5;3;3;5;5;1;5;4;,394361705720365;3
175;813;1;2;3;59;2;35;1;8;8;6;5;5;5;5;1;8;23;23;8;9;2;2;1;1;6;4;4;4;8;7;9;8;8;2;2;2;2;3;3;1;1;2;3;2;7;6;1;5;4;3;5;7;5;1;2;1;2;2;2;2;1;2;5;7;4;1;12;0;4;7;2;2;1;5;2;2;4;,393478332779262;3
176;606;1;2;3;59;1;59;1;5;8;4;3;1;2;0;1;6;4;1;6;4;2;2;4;3;2;5;0;0;10;10;10;10;10;3;4;4;2;3;4;1;1;13;5;15;7;6;10;2;10;10;1;4;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;2;1;1;4;2;3;1;4;,614790437889106;3
177;6;1;2;3;59;2;57;1;7;5;6;5;5;5;4;1;8;5;8;7;2;2;3;1;1;6;5;4;4;10;8;10;10;10;2;2;3;1;1;2;2;2;12;5;15;7;6;10;4;1;3;4;4;4;4;4;4;2;2;2;2;1;1;5;5;4;4;12;12;5;3;3;2;3;3;2;1;4;,263373205873897;3
178;147;1;1;3;59;1;68;5;8;5;7;5;4;5;7;6;7;99;7;99;99;3;2;1;3;7;7;0;0;9;5;6;8;8;1;3;2;2;2;1;1;1;1;2;1;7;6;10;2;3;10;10;8;7;8;0;0;2;2;2;2;1;1;8;11;6;7;12;12;5;5;3;1;4;3;2;5;4;,394361705720365;3
179;984;1;2;3;59;2;60;1;7;7;6;6;5;5;6;11;8;19;11;8;99;2;3;1;1;3;6;0;3;9;9;10;10;10;2;2;1;1;1;2;1;1;2;1;2;7;6;1;8;8;8;2;8;3;4;0;0;2;2;2;2;1;2;3;8;3;2;12;0;2;10;1;1;1;4;2;1;4;,393478332779262;3
180;44;1;1;3;59;1;43;1;8;8;7;7;8;8;5;1;5;7;99;99;99;2;2;4;1;9;6;7;7;8;11;8;6;7;1;1;2;1;1;1;1;1;1;2;1;7;10;10;3;10;10;8;7;8;7;2;0;2;2;2;2;1;1;6;5;6;3;12;12;4;5;3;3;2;5;1;1;4;,252399479425255;3
181;612;1;2;3;59;2;63;5;8;11;7;11;6;11;5;1;8;99;8;6;99;2;2;2;1;8;0;0;0;10;10;10;10;10;2;2;3;2;2;2;1;2;12;5;3;7;6;10;1;3;2;7;7;7;7;0;0;2;1;2;2;1;1;6;12;6;2;12;12;4;5;2;3;2;2;3;1;4;,285430560198002;3
182;445;1;2;3;59;2;57;1;8;8;6;6;5;5;7;1;2;8;2;5;8;1;2;2;2;8;6;6;6;10;10;9;9;9;2;2;2;2;2;2;1;2;12;5;14;7;2;6;4;5;3;6;3;7;7;6;0;2;2;2;2;2;1;6;4;6;4;6;12;4;4;3;3;3;5;1;1;4;,297840399135974;3
183;606;1;1;3;59;2;61;1;7;7;4;4;2;2;5;8;1;2;8;2;23;2;3;1;3;8;2;0;0;10;10;10;10;9;3;3;1;1;2;2;2;2;12;5;9;7;6;2;10;10;10;3;0;4;2;2;0;2;2;2;2;1;2;4;2;4;3;12;0;4;2;3;3;1;4;3;1;4;1,08538737446228;3
184;336;1;2;3;59;2;23;1;8;8;8;8;7;6;6;1;7;99;7;1;2;2;2;1;1;8;8;6;5;9;10;8;7;5;2;2;3;2;2;1;1;1;1;1;1;5;2;4;7;6;10;8;0;5;4;7;6;2;2;1;1;1;1;8;7;12;12;12;12;6;0;3;3;4;4;3;7;1;,394361705720365;3
185;881;1;1;3;59;2;68;5;8;8;6;7;5;5;7;1;7;5;7;99;99;2;2;2;2;7;6;0;0;6;4;5;5;7;2;3;2;2;2;2;1;1;1;3;1;7;2;10;3;10;10;7;5;6;5;3;0;2;2;2;2;1;1;7;6;6;5;12;12;5;5;3;3;1;5;2;1;4;,252399479425255;3
186;6;1;2;3;59;2;45;1;9;8;8;7;8;7;3;2;16;8;8;99;99;1;2;2;1;9;4;4;0;10;8;10;9;8;2;2;3;3;3;2;1;1;1;2;1;7;6;10;2;3;10;9;8;7;7;0;0;2;2;1;1;1;1;8;7;12;12;12;12;7;7;2;1;1;4;2;1;4;,252399479425255;3
187;25;1;1;3;59;1;65;5;8;9;7;7;7;6;5;8;13;6;22;31;11;2;2;2;2;7;5;3;4;6;5;8;6;9;2;3;3;2;2;2;1;1;2;2;2;6;7;10;1;10;10;7;8;6;6;5;2;2;2;2;2;1;2;7;7;6;4;12;5;7;7;3;2;2;5;1;1;4;,393478332779262;3
188;525;1;2;3;999;2;60;5;5;11;5;5;3;2;2;1;6;99;1;6;8;1;2;1;1;5;8;0;6;10;11;8;5;7;1;3;2;4;2;3;1;1;2;1;2;6;7;3;1;10;10;8;10;4;0;0;0;2;1;1;1;1;1;8;12;12;12;12;12;7;10;2;1;3;3;3;2;4;,410585830771016;1
189;881;1;2;2;999;2;67;5;8;7;7;5;6;4;6;1;28;16;8;2;13;1;2;1;1;7;7;3;6;5;5;10;10;10;2;3;3;1;2;2;1;1;12;5;15;7;6;1;4;2;10;6;8;4;6;0;0;2;2;2;2;1;1;6;7;4;0;12;12;2;5;1;2;1;5;2;3;4;,393478332779262;1
190;944;1;1;3;59;1;44;1;7;7;7;7;7;7;3;98;98;1;98;20;6;2;1;3;1;2;0;2;0;8;8;7;7;7;2;2;2;2;1;1;1;1;9;5;15;7;10;10;3;1;10;7;4;7;4;0;0;2;1;2;2;2;1;7;12;6;3;4;12;5;3;3;3;3;4;3;1;4;,263373205873897;3
191;711;1;2;3;59;1;69;5;9;9;9;9;8;5;8;1;1;2;6;2;6;1;2;1;1;8;6;0;2;9;7;10;10;8;2;2;2;2;2;2;1;1;5;1;5;7;6;4;2;3;10;6;7;6;9;1;0;2;2;2;2;1;2;5;8;6;1;12;6;3;5;3;2;4;5;2;1;4;1,24982631692345;3
192;612;1;2;3;51;2;63;1;7;7;6;7;7;6;6;1;8;4;6;99;99;2;2;2;2;6;4;0;0;8;8;8;7;7;2;3;3;1;1;3;2;2;1;3;9;6;7;10;2;10;10;5;5;4;2;0;0;2;2;2;2;1;1;6;3;4;2;12;12;4;6;2;2;4;2;3;3;4;1,69586410136416;1
193;813;1;2;3;59;2;45;1;7;7;5;5;4;4;3;8;1;6;8;6;9;2;2;2;1;5;5;0;0;7;4;10;8;8;2;3;3;1;2;2;1;1;2;3;2;7;6;5;1;4;3;5;7;5;5;0;0;2;2;1;2;1;1;5;6;12;0;12;12;4;6;3;2;3;3;3;1;4;,410585830771016;3
194;336;1;1;3;59;2;45;1;7;8;6;6;6;5;6;1;8;5;13;6;8;2;3;2;2;8;2;0;0;8;10;10;10;9;2;3;1;3;1;1;1;1;13;5;15;7;6;10;10;10;10;5;5;4;2;0;0;2;1;1;2;1;2;11;12;12;11;12;11;5;5;2;3;1;5;2;1;4;,285430560198002;3
195;984;1;2;3;59;1;68;5;5;5;8;7;5;4;6;25;99;99;6;99;99;1;2;2;2;7;6;5;2;9;7;10;8;7;2;2;3;2;2;2;1;1;6;3;6;4;7;10;1;10;10;6;3;5;3;7;3;2;2;1;2;1;1;7;6;12;7;12;12;7;5;3;3;4;4;3;5;4;,949777655579043;3
196;44;1;1;3;59;1;58;1;7;7;6;6;5;4;3;25;29;1;6;6;6;2;2;1;2;8;7;2;3;9;9;9;9;9;1;2;2;1;2;2;1;1;12;5;8;7;10;10;3;2;1;6;7;7;7;2;0;2;2;2;2;1;2;5;6;4;1;12;0;3;6;2;3;3;5;2;1;4;,368134493608734;3
197;604;1;1;3;59;1;52;1;7;7;3;3;2;2;3;1;6;7;99;99;99;2;3;3;2;8;5;6;4;8;7;9;8;6;2;2;3;3;3;3;1;2;6;2;6;4;10;10;1;10;10;4;1;3;0;6;2;2;1;1;2;1;2;6;12;12;5;12;2;6;0;2;3;3;5;2;1;4;,634305974410764;3
198;25;1;2;3;59;1;28;1;8;10;10;9;7;10;8;1;9;99;1;99;99;2;1;1;1;7;8;7;6;8;7;10;9;9;5;3;3;1;2;3;4;3;14;5;12;4;2;10;1;5;10;6;7;5;9;8;5;2;1;2;1;1;2;8;12;7;12;12;11;6;7;3;2;3;2;2;7;2;1,13257742479551;3
199;574;1;2;3;59;2;51;1;6;7;6;5;6;5;6;8;2;1;8;6;2;2;1;4;1;8;6;4;5;9;9;9;8;8;2;2;2;2;2;2;1;1;13;5;9;7;10;10;2;4;10;3;9;5;3;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;5;2;2;2;3;2;1;4;1,08538737446228;3
200;147;1;2;3;59;2;32;4;8;10;7;7;5;5;6;1;2;2;2;99;99;2;2;1;1;7;7;5;6;5;6;8;8;8;2;3;3;3;3;3;3;3;14;5;14;6;7;10;2;10;10;5;5;4;2;0;0;2;1;1;1;2;2;11;12;12;12;11;11;5;5;3;2;3;2;3;1;4;1,13257742479551;3
201;711;1;2;3;999;2;68;5;6;3;3;1;2;0;5;6;5;16;6;9;15;1;4;3;3;2;9;2;9;9;10;10;10;7;4;4;2;3;3;2;2;4;14;5;1;8;8;8;8;8;8;0;0;0;0;0;0;2;1;1;1;1;2;4;12;12;12;12;4;5;6;3;3;5;4;3;2;4;,394361705720365;1
202;944;1;1;3;59;2;54;1;8;8;7;6;7;6;0;1;9;6;13;1;99;1;2;1;1;9;4;0;0;7;8;7;8;6;2;2;2;3;3;2;1;1;13;5;3;2;10;10;6;10;10;6;0;8;5;7;0;2;1;1;2;1;2;6;12;12;6;12;6;5;0;3;3;3;4;2;1;4;,297840399135974;3
203;612;1;2;3;59;1;38;1;6;4;7;7;8;7;2;1;2;5;2;1;28;2;3;3;1;5;8;0;0;10;10;9;8;10;1;2;2;3;1;1;1;1;2;1;2;6;7;10;1;5;10;8;9;7;8;0;0;2;2;2;2;1;1;6;8;6;0;12;12;2;10;2;3;3;3;3;1;4;,410585830771016;3
204;445;1;2;3;59;1;63;1;8;8;6;6;5;5;5;1;2;15;99;99;99;1;2;1;2;8;5;4;4;3;3;8;6;7;1;1;2;2;1;1;2;1;12;5;3;7;2;1;3;4;6;4;5;5;5;4;0;2;2;1;2;1;1;5;4;12;4;12;12;4;1;4;3;4;5;2;5;4;,445971136076519;3
205;349;1;1;3;59;1;56;1;10;10;5;11;3;11;2;2;1;8;99;99;99;1;2;4;4;5;4;2;3;8;11;10;10;6;3;3;4;2;2;2;3;4;14;5;9;7;4;2;1;3;6;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;7;2;2;5;3;1;1;4;1,69586410136416;3
206;44;1;2;3;999;2;20;4;8;9;7;8;5;5;4;18;6;4;99;99;99;1;2;1;1;6;4;4;2;4;7;8;9;7;1;3;2;1;2;2;1;1;13;5;14;7;5;10;1;6;10;7;4;3;0;7;0;1;2;1;2;2;2;12;5;12;7;2;3;6;5;2;1;2;4;1;7;1;,607876937239626;1
